Name,Family,Genus,Common_Name
Verbascum nigrum,Scrophulariaceae,Verbascum,Dark Mullein
Verbena hastata,Verbenaceae,Verbena,Blue Vervain
Verbesina alternifolia,Asteraceae,Verbesina,Wingstem
Vernonia noveboracensis,Asteraceae,Vernonia,New York Ironweed
Veronica officinalis,Plantaginaceae,Veronica,"Heath Speedwell,Common Speedwell"
Viburnum acerifolium,Adoxaceae,Viburnum,Maple-leaved Viburnum
Viburnum dentatum,Adoxaceae,Viburnum,Arrowwood Viburnum
Viburnum plicatum,Adoxaceae,Viburnum,Japanese Snowball
Viburnum rhytidophyllum,Adoxaceae,Viburnum,Leatherleaf Viburnum
Vicia cracca,Fabaceae,Vicia,Tufted Vetch
Vicia sativa,Fabaceae,Vicia,Common Vetch
Vicia sepium,Fabaceae,Vicia,Bush Vetch
Vigna aconitifolia,Fabaceae,Vigna,Moth Bean
Vigna angularis,Fabaceae,Vigna,Adzuki Bean
Vinca difformis,Apocynaceae,Vinca,Intermediate Periwinkle
Viola cornuta,Violaceae,Viola,"Horned Violet,Tufted Pansy"
Vitex negundo,Lamiaceae,Vitex,Chinese Chaste Tree
Vitis rotundifolia,Vitaceae,Vitis,Muscadine
Wahlenbergia gloriosa,Campanulaceae,Wahlenbergia,Royal Bluebell
Waldsteinia ternata,Rosaceae,Waldsteinia,Barren Strawberry
Sphagneticola trilobata,Asteraceae,Sphagneticola,Creeping Daisy
Weigela coraeensis,Caprifoliaceae,Weigela,Korean Weigela
Phacelia whitlavia,Boraginaceae,Phacelia,Canterbury bells
Wigandia caracasana,Boraginaceae,Wigandia,Caracus Wigandia
Wisteria frutescens,Fabaceae,Wisteria,American Wisteria
Witheringia solanacea,Solanaceae,Witheringia,Solanacea
Xanthium spinosum,Asteraceae,Xanthium,Spiny Cocklebur
Xanthoceras sorbifolium,Sapindaceae,Xanthoceras,Yellowhorn
Xeranthemum annuum,Asteraceae,Xeranthemum,Immortelle
Zabelia tyaihyonii,Caprifoliaceae,Zabelia,Korean Abelia
Zaleya pentandra,Aizoaceae,Zaleya,Desert horsepurslane
Zanthoxylum clava-herculis,Rutaceae,Zanthoxylum,"Hercules' Club,Toothache Tree"
Epilobium canum,Onagraceae,Epilobium,California Fuchsia
Zenobia pulverulenta,Ericaceae,Zenobia,Dusty Zenobia
Zinnia peruviana,Asteraceae,Zinnia,Peruvian Zinnia
Ziziphus jujuba,Rhamnaceae,Ziziphus,"Jujube,Red Date"
Ziziphus mauritiana,Rhamnaceae,Ziziphus,Indian Jujube
Zornia latifolia,Fabaceae,Zornia,Tan-bark Zornia
Zygophyllum fabago,Zygophyllaceae,Zygophyllum,Syrian Bean-caper
